case_id,source_group_id,source_rows,split_group,query,provenance,generation_method,relationship,reviewer_id,review_round,intents,scope,goal,output,audience,metric,subject_selection,requested_effect,capability_id,decision,missing_context,labels_complete,reviewer_notes
g03_2,source_rows_134,134,source_rows_134,Show concentration for the selected household.,synthetic_probe,meaning_variation_probe,preserve_meaning,,,,,,,,,,,,,,False,
g03_3,source_rows_134,134,source_rows_134,Show concentration for the Example family's accounts.,synthetic_probe,meaning_variation_probe,preserve_meaning,,,,,,,,,,,,,,False,
g03_4,source_rows_134,134,source_rows_134,Show concentration for the accounts in this household.,synthetic_probe,meaning_variation_probe,preserve_meaning,,,,,,,,,,,,,,False,
g04_1,source_rows_73_134,73|134,source_rows_73_134,Show concentration in this account group.,synthetic_probe,meaning_variation_probe,preserve_meaning,,,,,,,,,,,,,,False,
g04_2,source_rows_73_134,73|134,source_rows_73_134,Show concentration across these accounts.,synthetic_probe,meaning_variation_probe,preserve_meaning,,,,,,,,,,,,,,False,
g04_3,source_rows_73_134,73|134,source_rows_73_134,Show concentration in the selected account group.,synthetic_probe,meaning_variation_probe,preserve_meaning,,,,,,,,,,,,,,False,
g04_4,source_rows_73_134,73|134,source_rows_73_134,Show concentration across this group of accounts.,synthetic_probe,meaning_variation_probe,preserve_meaning,,,,,,,,,,,,,,False,
g05_1,source_rows_80,80,source_rows_80,"How has credit spread moved for this issue, and what is driving it?",synthetic_probe,meaning_variation_probe,preserve_meaning,,,,,,,,,,,,,,False,
g05_2,source_rows_80,80,source_rows_80,"How has the credit spread changed for this bond, and why?",synthetic_probe,meaning_variation_probe,preserve_meaning,,,,,,,,,,,,,,False,
g05_3,source_rows_80,80,source_rows_80,Explain the change in this bond's spread over Treasuries and its drivers.,synthetic_probe,meaning_variation_probe,preserve_meaning,,,,,,,,,,,,,,False,
g05_4,source_rows_80,80,source_rows_80,Explain the widening or tightening of this issue's credit spread.,synthetic_probe,meaning_variation_probe,preserve_meaning,,,,,,,,,,,,,,False,
g06_1,source_rows_77_114,77|114,source_rows_77_114,How did estimate revisions change for this stock over the last quarter?,synthetic_probe,meaning_variation_probe,preserve_meaning,,,,,,,,,,,,,,False,
g06_2,source_rows_77_114,77|114,source_rows_77_114,How were analysts' earnings estimates revised for this stock over the last quarter?,synthetic_probe,meaning_variation_probe,preserve_meaning,,,,,,,,,,,,,,False,
g06_3,source_rows_77_114,77|114,source_rows_77_114,Explain the changes in consensus earnings forecasts for this stock over the last quarter.,synthetic_probe,meaning_variation_probe,preserve_meaning,,,,,,,,,,,,,,False,
g06_4,source_rows_77_114,77|114,source_rows_77_114,Summarize analyst upgrades and downgrades to earnings estimates for this stock over the last quarter.,synthetic_probe,meaning_variation_probe,preserve_meaning,,,,,,,,,,,,,,False,
g07_2,source_rows_2,2,source_rows_2,What is the house view on interest rates?,synthetic_probe,meaning_variation_probe,preserve_meaning,,,,,,,,,,,,,,False,
g07_3,source_rows_2,2,source_rows_2,What does our Chief Investment Office currently think about interest rates?,synthetic_probe,meaning_variation_probe,preserve_meaning,,,,,,,,,,,,,,False,
g07_4,source_rows_2,2,source_rows_2,What is our investment office's current outlook on interest rates?,synthetic_probe,meaning_variation_probe,preserve_meaning,,,,,,,,,,,,,,False,
g08_1,source_rows_66_67,66|67,source_rows_66_67,Explain performance for this portfolio YTD.,synthetic_probe,meaning_variation_probe,preserve_meaning,,,,,,,,,,,,,,False,
g08_2,source_rows_66_67,66|67,source_rows_66_67,Explain performance for this portfolio year to date.,synthetic_probe,meaning_variation_probe,preserve_meaning,,,,,,,,,,,,,,False,
g08_3,source_rows_66_67,66|67,source_rows_66_67,Explain performance for this portfolio from the start of this year through today.,synthetic_probe,meaning_variation_probe,preserve_meaning,,,,,,,,,,,,,,False,
g08_4,source_rows_66_67,66|67,source_rows_66_67,Explain performance for this portfolio since January 1 of this year.,synthetic_probe,meaning_variation_probe,preserve_meaning,,,,,,,,,,,,,,False,
g09_1,source_rows_49,49,source_rows_49,Compare SMA vs ETF for this client.,synthetic_probe,meaning_variation_probe,preserve_meaning,,,,,,,,,,,,,,False,
g09_2,source_rows_49,49,source_rows_49,Compare an SMA versus an ETF for this client.,synthetic_probe,meaning_variation_probe,preserve_meaning,,,,,,,,,,,,,,False,
g09_3,source_rows_49,49,source_rows_49,Compare an SMA with an ETF for this client.,synthetic_probe,meaning_variation_probe,preserve_meaning,,,,,,,,,,,,,,False,
g09_4,source_rows_49,49,source_rows_49,Compare an SMA and an ETF for this client.,synthetic_probe,meaning_variation_probe,preserve_meaning,,,,,,,,,,,,,,False,
g10_1,source_rows_90_154,90|154,source_rows_90_154,Analyze concentration for this client; prepare a tax-aware transition proposal.,synthetic_probe,meaning_variation_probe,preserve_meaning,,,,,,,,,,,,,,False,
g10_2,source_rows_90_154,90|154,source_rows_90_154,Prepare a tax-aware transition proposal for this client; analyze concentration.,synthetic_probe,meaning_variation_probe,preserve_meaning,,,,,,,,,,,,,,False,
g10_3,source_rows_90_154,90|154,source_rows_90_154,"For this client, analyze concentration and prepare a tax-aware transition proposal.",synthetic_probe,meaning_variation_probe,preserve_meaning,,,,,,,,,,,,,,False,
g10_4,source_rows_90_154,90|154,source_rows_90_154,Prepare a tax-aware transition proposal after analyzing concentration for this client.,synthetic_probe,meaning_variation_probe,preserve_meaning,,,,,,,,,,,,,,False,
g11_1,source_rows_25_33,25|33,source_rows_25_33,Draft an email about volatility to this client.,synthetic_probe,meaning_variation_probe,preserve_meaning,,,,,,,,,,,,,,False,
g11_2,source_rows_25_33,25|33,source_rows_25_33,Draft an email about volatility for this client.,synthetic_probe,meaning_variation_probe,preserve_meaning,,,,,,,,,,,,,,False,
g11_3,source_rows_25_33,25|33,source_rows_25_33,Draft a client-facing email about volatility for this client.,synthetic_probe,meaning_variation_probe,preserve_meaning,,,,,,,,,,,,,,False,
g11_4,source_rows_25_33,25|33,source_rows_25_33,Draft an email addressed to this client about volatility.,synthetic_probe,meaning_variation_probe,preserve_meaning,,,,,,,,,,,,,,False,
g12_1,source_rows_103,103,source_rows_103,Show clients with high cash balances.,synthetic_probe,meaning_variation_probe,preserve_meaning,,,,,,,,,,,,,,False,
g12_2,source_rows_103,103,source_rows_103,Identify clients holding unusually large cash positions.,synthetic_probe,meaning_variation_probe,preserve_meaning,,,,,,,,,,,,,,False,
g12_3,source_rows_103,103,source_rows_103,List clients with excessive cash allocations.,synthetic_probe,meaning_variation_probe,preserve_meaning,,,,,,,,,,,,,,False,
g12_4,source_rows_103,103,source_rows_103,Find cash-heavy clients in my book.,synthetic_probe,meaning_variation_probe,preserve_meaning,,,,,,,,,,,,,,False,
g13_1,source_rows_72,72,source_rows_72,Show portfolios outside CIO tactical ranges.,synthetic_probe,meaning_variation_probe,preserve_meaning,,,,,,,,,,,,,,False,
g13_2,source_rows_72,72,source_rows_72,Show portfolios out of alignment with CIO tactical ranges.,synthetic_probe,meaning_variation_probe,preserve_meaning,,,,,,,,,,,,,,False,
g13_3,source_rows_72,72,source_rows_72,Show portfolios deviating from CIO allocation bands.,synthetic_probe,meaning_variation_probe,preserve_meaning,,,,,,,,,,,,,,False,
g13_4,source_rows_72,72,source_rows_72,Show portfolios whose weights have drifted from CIO targets.,synthetic_probe,meaning_variation_probe,preserve_meaning,,,,,,,,,,,,,,False,
g14_1,source_rows_148,148,source_rows_148,Enroll this client in PAS.,synthetic_probe,meaning_variation_probe,preserve_meaning,,,,,,,,,,,,,,False,
g14_2,source_rows_148,148,source_rows_148,Please enroll this client in PAS.,synthetic_probe,meaning_variation_probe,preserve_meaning,,,,,,,,,,,,,,False,
g14_3,source_rows_148,148,source_rows_148,Could you enroll this client in PAS?,synthetic_probe,meaning_variation_probe,preserve_meaning,,,,,,,,,,,,,,False,
g14_4,source_rows_148,148,source_rows_148,I would like you to enroll this client in PAS.,synthetic_probe,meaning_variation_probe,preserve_meaning,,,,,,,,,,,,,,False,
g15_1,source_rows_148,148,source_rows_148,How do I enroll this client in PAS?,synthetic_probe,meaning_variation_probe,preserve_meaning,,,,,,,,,,,,,,False,
g15_2,source_rows_148,148,source_rows_148,Explain how to enroll this client in PAS.,synthetic_probe,meaning_variation_probe,preserve_meaning,,,,,,,,,,,,,,False,
g15_3,source_rows_148,148,source_rows_148,Tell me the steps to enroll this client in PAS.,synthetic_probe,meaning_variation_probe,preserve_meaning,,,,,,,,,,,,,,False,
g15_4,source_rows_148,148,source_rows_148,Please explain how I can enroll this client in PAS.,synthetic_probe,meaning_variation_probe,preserve_meaning,,,,,,,,,,,,,,False,
g16_1,source_rows_32,32,source_rows_32,Turn this into three bullets I can say on a voicemail.,synthetic_probe,meaning_variation_probe,preserve_meaning,,,,,,,,,,,,,,False,
g16_2,source_rows_32,32,source_rows_32,Rewrite this as three voicemail bullets.,synthetic_probe,meaning_variation_probe,preserve_meaning,,,,,,,,,,,,,,False,
g16_3,source_rows_32,32,source_rows_32,Convert this explanation into three bullets for a voicemail.,synthetic_probe,meaning_variation_probe,preserve_meaning,,,,,,,,,,,,,,False,
g16_4,source_rows_32,32,source_rows_32,Make this explanation into three voicemail bullets.,synthetic_probe,meaning_variation_probe,preserve_meaning,,,,,,,,,,,,,,False,
g17_1,source_rows_80,80,source_rows_80,How has credit spread moved for this issue? See the attached article.,synthetic_probe,meaning_variation_probe,preserve_meaning,,,,,,,,,,,,,,False,
g17_2,source_rows_80,80,source_rows_80,How has credit spread moved for this issue? See this article.,synthetic_probe,meaning_variation_probe,preserve_meaning,,,,,,,,,,,,,,False,
g17_3,source_rows_80,80,source_rows_80,How has credit spread moved for this issue? See the enclosed article.,synthetic_probe,meaning_variation_probe,preserve_meaning,,,,,,,,,,,,,,False,
g17_4,source_rows_80,80,source_rows_80,How has credit spread moved for this issue? See the uploaded screenshot.,synthetic_probe,meaning_variation_probe,preserve_meaning,,,,,,,,,,,,,,False,
g18_1,source_rows_90_154,90|154,source_rows_90_154,Prepare a tax-aware transition proposal for concentrated stock for this client.,synthetic_probe,meaning_variation_probe,preserve_meaning,,,,,,,,,,,,,,False,
g18_2,source_rows_90_154,90|154,source_rows_90_154,Prepare a tax-sensitive diversification proposal for concentrated stock for this client.,synthetic_probe,meaning_variation_probe,preserve_meaning,,,,,,,,,,,,,,False,
g18_3,source_rows_90_154,90|154,source_rows_90_154,Prepare a proposal to diversify this client's concentrated stock while minimizing realized taxes.,synthetic_probe,meaning_variation_probe,preserve_meaning,,,,,,,,,,,,,,False,
g18_4,source_rows_90_154,90|154,source_rows_90_154,Prepare a proposal for this client to transition a concentrated stock position within a gain budget.,synthetic_probe,meaning_variation_probe,preserve_meaning,,,,,,,,,,,,,,False,
g19_1,source_rows_67,67,source_rows_67,Show portfolio performance in a table for this client.,synthetic_probe,meaning_variation_probe,preserve_meaning,,,,,,,,,,,,,,False,
g19_2,source_rows_67,67,source_rows_67,Explain portfolio performance in a table for this client.,synthetic_probe,meaning_variation_probe,preserve_meaning,,,,,,,,,,,,,,False,
g19_3,source_rows_67,67,source_rows_67,Summarize portfolio performance in a table for this client.,synthetic_probe,meaning_variation_probe,preserve_meaning,,,,,,,,,,,,,,False,
g19_4,source_rows_67,67,source_rows_67,Provide a table of portfolio performance for this client.,synthetic_probe,meaning_variation_probe,preserve_meaning,,,,,,,,,,,,,,False,
g20_1,source_rows_18,18,source_rows_18,Is today's tech selloff going to impact my client book?,synthetic_probe,meaning_variation_probe,preserve_meaning,,,,,,,,,,,,,,False,
g20_2,source_rows_18,18,source_rows_18,Hello. Is today's tech selloff going to impact my client book?,synthetic_probe,meaning_variation_probe,preserve_meaning,,,,,,,,,,,,,,False,
g20_3,source_rows_18,18,source_rows_18,Is today's tech selloff going to impact my client book? Thank you.,synthetic_probe,meaning_variation_probe,preserve_meaning,,,,,,,,,,,,,,False,
g20_4,source_rows_18,18,source_rows_18,Please assess whether today's tech selloff is going to impact my client book.,synthetic_probe,meaning_variation_probe,preserve_meaning,,,,,,,,,,,,,,False,
c01_2,source_rows_72,72,source_rows_72,Do not check portfolios out of alignment with CIO tactical ranges. Find approved funds.,synthetic_probe,meaning_variation_probe,deliberate_contrast,,,,,,,,,,,,,,False,
c02_1,source_rows_80,80,source_rows_80,Explain the credit spread for this issue.,synthetic_probe,meaning_variation_probe,deliberate_contrast,,,,,,,,,,,,,,False,
c02_2,source_rows_80,80,source_rows_80,Do not explain credit spread. Explain earnings for this issue.,synthetic_probe,meaning_variation_probe,deliberate_contrast,,,,,,,,,,,,,,False,
c03_1,source_rows_114,114,source_rows_114,Flag major estimate revisions for the top 5 holdings across my prioritized clients.,synthetic_probe,meaning_variation_probe,deliberate_contrast,,,,,,,,,,,,,,False,
c03_2,source_rows_114,114,source_rows_114,Flag major estimate revisions for the top 10 holdings across my prioritized clients.,synthetic_probe,meaning_variation_probe,deliberate_contrast,,,,,,,,,,,,,,False,
c04_1,source_rows_114,114,source_rows_114,Flag estimate revisions above 5% for holdings across my prioritized clients.,synthetic_probe,meaning_variation_probe,deliberate_contrast,,,,,,,,,,,,,,False,
c04_2,source_rows_114,114,source_rows_114,Flag estimate revisions above 20% for holdings across my prioritized clients.,synthetic_probe,meaning_variation_probe,deliberate_contrast,,,,,,,,,,,,,,False,
c05_1,source_rows_80,80,source_rows_80,Explain credit spread changes for this issue; see the attached article.,synthetic_probe,meaning_variation_probe,deliberate_contrast,,,,,,,,,,,,,,False,
c05_2,source_rows_80,80,source_rows_80,Explain credit spread changes for this issue; no article is attached.,synthetic_probe,meaning_variation_probe,deliberate_contrast,,,,,,,,,,,,,,False,
c06_2,source_rows_25,25,source_rows_25,Send an email about volatility to this client.,synthetic_probe,meaning_variation_probe,deliberate_contrast,,,,,,,,,,,,,,False,
